t_0,t,temperature
0:28:50,0.00,-13.93
0:29:00,10.00,-13.985
0:29:10,20.00,-14.014
0:29:20,30.00,-14.089
0:29:30,40.00,-14.129
0:29:40,50.00,-14.188
0:29:50,60.00,-14.248
0:30:00,70.00,-14.272
0:30:10,80.00,-14.32
0:30:20,90.00,-14.333
0:30:30,100.00,-14.33
0:30:40,110.00,-14.359
0:30:50,120.00,-14.426
0:31:00,130.00,-14.45
0:31:10,140.00,-14.451
0:31:20,150.00,-14.46
0:31:30,160.00,-14.473
0:31:40,170.00,-14.485
0:31:50,180.00,-14.492
0:32:00,190.00,-14.506
0:32:10,200.00,-14.523
0:32:20,210.00,-14.535
0:32:30,220.00,-14.566
0:32:40,230.00,-14.575
0:32:50,240.00,-14.598
0:33:00,250.00,-14.601
0:33:10,260.00,-14.622
0:33:20,270.00,-14.632
0:33:30,280.00,-14.652
0:33:40,290.00,-14.645
0:33:50,300.00,-14.643
0:34:00,310.00,-14.659
0:34:10,320.00,-14.663
0:34:20,330.00,-14.669
0:34:30,340.00,-14.675
0:34:40,350.00,-14.625
0:34:50,360.00,-14.648
0:35:00,370.00,-14.665
0:35:10,380.00,-14.635
0:35:20,390.00,-14.642
0:35:30,400.00,-14.625
0:35:40,410.00,-14.657
0:35:50,420.00,-14.738
0:36:00,430.00,-14.732
0:36:10,440.00,-14.714
0:36:20,450.00,-14.701
0:36:30,460.00,-14.71
0:36:40,470.00,-14.707
0:36:50,480.00,-14.701
0:37:00,490.00,-14.618
0:37:10,500.00,-14.596
0:37:20,510.00,-14.528
0:37:30,520.00,-14.436
0:37:40,530.00,-14.463
0:37:50,540.00,-14.345
0:38:00,550.00,-14.252
0:38:10,560.00,-14.232
0:38:20,570.00,-14.16
0:38:30,580.00,-14.111
0:38:40,590.00,-14.061
0:38:50,600.00,-14.002
0:39:00,610.00,-13.878
0:39:10,620.00,-13.816
0:39:20,630.00,-13.787
0:39:30,640.00,-13.699
0:39:40,650.00,-13.614
0:39:50,660.00,-13.562
0:40:00,670.00,-13.495
0:40:10,680.00,-13.509
0:40:20,690.00,-13.538
0:40:30,700.00,-13.56
0:40:40,710.00,-13.595
0:40:50,720.00,-13.619
0:41:00,730.00,-13.664
0:41:10,740.00,-13.671
0:41:20,750.00,-13.683
0:41:30,760.00,-13.716
0:41:40,770.00,-13.743
0:41:50,780.00,-13.765
0:42:00,790.00,-13.796
0:42:10,800.00,-13.867
0:42:20,810.00,-13.939
0:42:30,820.00,-14
0:42:40,830.00,-14.08
0:42:50,840.00,-14.203
0:43:00,850.00,-14.309
0:43:10,860.00,-14.385
0:43:20,870.00,-14.448
0:43:30,880.00,-14.576
0:43:40,890.00,-14.696
0:43:50,900.00,-14.874
0:44:00,910.00,-15.004
0:44:10,920.00,-15.116
0:44:20,930.00,-15.18
0:44:30,940.00,-15.312
0:44:40,950.00,-15.405
0:44:50,960.00,-15.456
0:45:00,970.00,-15.486
0:45:10,980.00,-15.523
0:45:20,990.00,-15.566
0:45:30,1000.00,-15.538
0:45:40,1010.00,-15.573
0:45:50,1020.00,-15.582
0:46:00,1030.00,-15.608
0:46:10,1040.00,-15.656
0:46:20,1050.00,-15.62
0:46:30,1060.00,-15.631
0:46:40,1070.00,-15.637
0:46:50,1080.00,-15.68
0:47:00,1090.00,-15.663
0:47:10,1100.00,-15.676
0:47:20,1110.00,-15.658
0:47:30,1120.00,-15.662
0:47:40,1130.00,-15.67
0:47:50,1140.00,-15.685
0:48:00,1150.00,-15.67
0:48:10,1160.00,-15.699
0:48:20,1170.00,-15.695
0:48:30,1180.00,-15.69
0:48:40,1190.00,-15.677
0:48:50,1200.00,-15.68
0:49:00,1210.00,-15.688
0:49:10,1220.00,-15.681
0:49:20,1230.00,-15.682
0:49:30,1240.00,-15.662
0:49:40,1250.00,-15.652
0:49:50,1260.00,-15.69
0:50:00,1270.00,-15.716
0:50:10,1280.00,-15.777
0:50:20,1290.00,-15.839
0:50:30,1300.00,-15.898
0:50:40,1310.00,-15.952
0:50:50,1320.00,-16.004
0:51:00,1330.00,-16.091
0:51:10,1340.00,-16.151
0:51:20,1350.00,-16.26
0:51:30,1360.00,-16.372
0:51:40,1370.00,-16.473
0:51:50,1380.00,-16.608
0:52:00,1390.00,-16.711
0:52:10,1400.00,-16.782
0:52:20,1410.00,-16.825
0:52:30,1420.00,-16.932
0:52:40,1430.00,-16.945
0:52:50,1440.00,-16.944
0:53:00,1450.00,-17.037
0:53:10,1460.00,-17.035
0:53:20,1470.00,-17.044
0:53:30,1480.00,-17.023
0:53:40,1490.00,-17.046
0:53:50,1500.00,-17.032
0:54:00,1510.00,-17.047
0:54:10,1520.00,-17.088
0:54:20,1530.00,-17.066
0:54:30,1540.00,-17.064
0:54:40,1550.00,-17.068
0:54:50,1560.00,-17.07
0:55:00,1570.00,-17.072
0:55:10,1580.00,-17.053
0:55:20,1590.00,-17.032
0:55:30,1600.00,-17.034
0:55:40,1610.00,-17.009
0:55:50,1620.00,-17.004
0:56:00,1630.00,-16.997
0:56:10,1640.00,-16.992
0:56:20,1650.00,-16.973
0:56:30,1660.00,-16.97
0:56:40,1670.00,-16.974
0:56:50,1680.00,-16.938
0:57:00,1690.00,-16.926
0:57:10,1700.00,-16.901
0:57:20,1710.00,-16.897
0:57:30,1720.00,-16.867
0:57:40,1730.00,-16.862
0:57:50,1740.00,-16.853
0:58:00,1750.00,-16.862
0:58:10,1760.00,-16.882
0:58:20,1770.00,-16.935
0:58:30,1780.00,-16.967
0:58:40,1790.00,-17.019
0:58:50,1800.00,-17.093
0:59:00,1810.00,-17.189
0:59:10,1820.00,-17.239
0:59:20,1830.00,-17.348
0:59:30,1840.00,-17.395
0:59:40,1850.00,-17.472
0:59:50,1860.00,-17.616
1:00:00,1870.00,-17.71
1:00:10,1880.00,-17.754
1:00:20,1890.00,-17.838
1:00:30,1900.00,-17.929
1:00:40,1910.00,-17.978
1:00:50,1920.00,-17.97
1:01:00,1930.00,-17.974
1:01:10,1940.00,-18.014
1:01:20,1950.00,-18.029
1:01:30,1960.00,-18.056
1:01:40,1970.00,-18.075
1:01:50,1980.00,-18.059
1:02:00,1990.00,-18.048
1:02:10,2000.00,-18.04
1:02:20,2010.00,-18.043
1:02:30,2020.00,-18.037
1:02:40,2030.00,-18.025
1:02:50,2040.00,-17.985
1:03:00,2050.00,-17.996
1:03:10,2060.00,-17.95
1:03:20,2070.00,-17.95
1:03:30,2080.00,-17.934
1:03:40,2090.00,-17.901
1:03:50,2100.00,-17.861
1:04:00,2110.00,-17.855
1:04:10,2120.00,-17.826
1:04:20,2130.00,-17.826
1:04:30,2140.00,-17.805
1:04:40,2150.00,-17.789
1:04:50,2160.00,-17.762
1:05:00,2170.00,-17.741
1:05:10,2180.00,-17.717
1:05:20,2190.00,-17.683
1:05:30,2200.00,-17.65
1:05:40,2210.00,-17.617
1:05:50,2220.00,-17.613
1:06:00,2230.00,-17.622
1:06:10,2240.00,-17.636
1:06:20,2250.00,-17.655
1:06:30,2260.00,-17.688
1:06:40,2270.00,-17.746
1:06:50,2280.00,-17.792
1:07:00,2290.00,-17.868
1:07:10,2300.00,-17.935
1:07:20,2310.00,-18.005
1:07:30,2320.00,-18.057
1:07:40,2330.00,-18.152
1:07:50,2340.00,-18.272
1:08:00,2350.00,-18.372
1:08:10,2360.00,-18.457
1:08:20,2370.00,-18.536
1:08:30,2380.00,-18.612
1:08:40,2390.00,-18.656
1:08:50,2400.00,-18.651
1:09:00,2410.00,-18.635
1:09:10,2420.00,-18.657
1:09:20,2430.00,-18.674
1:09:30,2440.00,-18.665
1:09:40,2450.00,-18.636
1:09:50,2460.00,-18.653
1:10:00,2470.00,-18.64
1:10:10,2480.00,-18.561
1:10:20,2490.00,-18.439
1:10:30,2500.00,-18.314
1:10:40,2510.00,-18.19
1:10:50,2520.00,-18.058
1:11:00,2530.00,-17.897
1:11:10,2540.00,-17.768
1:11:20,2550.00,-17.637
1:11:30,2560.00,-17.502
1:11:40,2570.00,-17.372
1:11:50,2580.00,-17.229
