t_0,t,temperature
0:30:40,0.00,-20.322
0:30:50,10.00,-20.344
0:31:00,20.00,-20.315
0:31:10,30.00,-20.253
0:31:20,40.00,-20.183
0:31:30,50.00,-20.101
0:31:40,60.00,-20.031
0:31:50,70.00,-19.892
0:32:00,80.00,-19.801
0:32:10,90.00,-19.674
0:32:20,100.00,-19.529
0:32:30,110.00,-19.416
0:32:40,120.00,-19.296
0:32:50,130.00,-19.169
0:33:00,140.00,-19.063
0:33:10,150.00,-18.98
0:33:20,160.00,-18.865
0:33:30,170.00,-18.752
0:33:40,180.00,-18.651
0:33:50,190.00,-18.524
0:34:00,200.00,-18.443
0:34:10,210.00,-18.353
0:34:20,220.00,-18.372
0:34:30,230.00,-18.28
0:34:40,240.00,-18.17
0:34:50,250.00,-18.077
0:35:00,260.00,-18.027
0:35:10,270.00,-18.015
0:35:20,280.00,-18.01
0:35:30,290.00,-17.967
0:35:40,300.00,-17.891
0:35:50,310.00,-17.88
0:36:00,320.00,-17.869
0:36:10,330.00,-17.835
0:36:20,340.00,-17.889
0:36:30,350.00,-17.868
0:36:40,360.00,-17.905
0:36:50,370.00,-17.956
0:37:00,380.00,-18.024
0:37:10,390.00,-18.125
0:37:20,400.00,-18.201
0:37:30,410.00,-18.276
0:37:40,420.00,-18.355
0:37:50,430.00,-18.435
0:38:00,440.00,-18.539
0:38:10,450.00,-18.573
0:38:20,460.00,-18.658
0:38:30,470.00,-18.752
0:38:40,480.00,-18.841
0:38:50,490.00,-18.905
0:39:00,500.00,-18.949
0:39:10,510.00,-18.962
0:39:20,520.00,-18.988
0:39:30,530.00,-19.014
0:39:40,540.00,-19.032
0:39:50,550.00,-19.097
0:40:00,560.00,-19.148
0:40:10,570.00,-19.165
0:40:20,580.00,-19.178
0:40:30,590.00,-19.201
0:40:40,600.00,-19.21
0:40:50,610.00,-19.231
0:41:00,620.00,-19.244
0:41:10,630.00,-19.296
0:41:20,640.00,-19.29
0:41:30,650.00,-19.294
0:41:40,660.00,-19.287
0:41:50,670.00,-19.32
0:42:00,680.00,-19.316
0:42:10,690.00,-19.376
0:42:20,700.00,-19.478
0:42:30,710.00,-19.491
0:42:40,720.00,-19.542
0:42:50,730.00,-19.593
0:43:00,740.00,-19.628
0:43:10,750.00,-19.731
0:43:20,760.00,-19.816
0:43:30,770.00,-19.844
0:43:40,780.00,-19.949
0:43:50,790.00,-20.039
0:44:00,800.00,-20.132
0:44:10,810.00,-20.169
0:44:20,820.00,-20.26
0:44:30,830.00,-20.357
0:44:40,840.00,-20.453
0:44:50,850.00,-20.546
0:45:00,860.00,-20.624
0:45:10,870.00,-20.77
0:45:20,880.00,-20.842
0:45:30,890.00,-20.94
0:45:40,900.00,-21.061
0:45:50,910.00,-21.151
0:46:00,920.00,-21.23
0:46:10,930.00,-21.305
0:46:20,940.00,-21.337
0:46:30,950.00,-21.375
0:46:40,960.00,-21.383
0:46:50,970.00,-21.383
0:47:00,980.00,-21.424
0:47:10,990.00,-21.43
0:47:20,1000.00,-21.448
0:47:30,1010.00,-21.512
0:47:40,1020.00,-21.508
0:47:50,1030.00,-21.473
0:48:00,1040.00,-21.47
0:48:10,1050.00,-21.493
0:48:20,1060.00,-21.481
0:48:30,1070.00,-21.497
0:48:40,1080.00,-21.509
0:48:50,1090.00,-21.482
0:49:00,1100.00,-21.491
0:49:10,1110.00,-21.503
0:49:20,1120.00,-21.511
0:49:30,1130.00,-21.488
0:49:40,1140.00,-21.471
0:49:50,1150.00,-21.45
0:50:00,1160.00,-21.445
0:50:10,1170.00,-21.445
0:50:20,1180.00,-21.45
0:50:30,1190.00,-21.494
0:50:40,1200.00,-21.5
0:50:50,1210.00,-21.517
0:51:00,1220.00,-21.556
0:51:10,1230.00,-21.591
0:51:20,1240.00,-21.643
0:51:30,1250.00,-21.688
0:51:40,1260.00,-21.745
0:51:50,1270.00,-21.789
0:52:00,1280.00,-21.829
0:52:10,1290.00,-21.865
0:52:20,1300.00,-21.924
0:52:30,1310.00,-22.049
0:52:40,1320.00,-22.108
0:52:50,1330.00,-22.163
0:53:00,1340.00,-22.215
0:53:10,1350.00,-22.288
0:53:20,1360.00,-22.381
0:53:30,1370.00,-22.451
0:53:40,1380.00,-22.546
0:53:50,1390.00,-22.651
0:54:00,1400.00,-22.72
0:54:10,1410.00,-22.789
0:54:20,1420.00,-22.831
0:54:30,1430.00,-22.859
0:54:40,1440.00,-22.898
0:54:50,1450.00,-22.912
0:55:00,1460.00,-22.892
0:55:10,1470.00,-22.896
0:55:20,1480.00,-22.888
0:55:30,1490.00,-22.882
0:55:40,1500.00,-22.883
0:55:50,1510.00,-22.893
0:56:00,1520.00,-22.895
0:56:10,1530.00,-22.885
0:56:20,1540.00,-22.873
0:56:30,1550.00,-22.858
0:56:40,1560.00,-22.841
0:56:50,1570.00,-22.821
0:57:00,1580.00,-22.801
0:57:10,1590.00,-22.811
0:57:20,1600.00,-22.787
0:57:30,1610.00,-22.779
0:57:40,1620.00,-22.745
0:57:50,1630.00,-22.717
0:58:00,1640.00,-22.709
0:58:10,1650.00,-22.695
0:58:20,1660.00,-22.661
0:58:30,1670.00,-22.651
0:58:40,1680.00,-22.653
0:58:50,1690.00,-22.655
0:59:00,1700.00,-22.657
0:59:10,1710.00,-22.68
0:59:20,1720.00,-22.71
0:59:30,1730.00,-22.751
0:59:40,1740.00,-22.789
0:59:50,1750.00,-22.8
1:00:00,1760.00,-22.848
1:00:10,1770.00,-22.919
1:00:20,1780.00,-22.961
1:00:30,1790.00,-23.012
1:00:40,1800.00,-23.031
1:00:50,1810.00,-23.084
1:01:00,1820.00,-23.174
1:01:10,1830.00,-23.238
1:01:20,1840.00,-23.284
1:01:30,1850.00,-23.311
1:01:40,1860.00,-23.367
1:01:50,1870.00,-23.476
1:02:00,1880.00,-23.515
1:02:10,1890.00,-23.571
1:02:20,1900.00,-23.613
1:02:30,1910.00,-23.655
1:02:40,1920.00,-23.684
1:02:50,1930.00,-23.7
1:03:00,1940.00,-23.701
1:03:10,1950.00,-23.711
1:03:20,1960.00,-23.725
1:03:30,1970.00,-23.709
1:03:40,1980.00,-23.701
1:03:50,1990.00,-23.686
1:04:00,2000.00,-23.68
1:04:10,2010.00,-23.657
1:04:20,2020.00,-23.654
1:04:30,2030.00,-23.646
1:04:40,2040.00,-23.63
1:04:50,2050.00,-23.604
1:05:00,2060.00,-23.595
1:05:10,2070.00,-23.553
1:05:20,2080.00,-23.547
1:05:30,2090.00,-23.505
1:05:40,2100.00,-23.484
1:05:50,2110.00,-23.455
1:06:00,2120.00,-23.419
1:06:10,2130.00,-23.37
1:06:20,2140.00,-23.347
1:06:30,2150.00,-23.324
1:06:40,2160.00,-23.32
1:06:50,2170.00,-23.311
1:07:00,2180.00,-23.268
1:07:10,2190.00,-23.173
1:07:20,2200.00,-23.036
1:07:30,2210.00,-22.944
1:07:40,2220.00,-22.834
1:07:50,2230.00,-22.686
1:08:00,2240.00,-22.563
1:08:10,2250.00,-22.428
1:08:20,2260.00,-22.326
1:08:30,2270.00,-22.239
1:08:40,2280.00,-22.098
1:08:50,2290.00,-21.967
1:09:00,2300.00,-21.87
1:09:10,2310.00,-21.774
1:09:20,2320.00,-21.673
1:09:30,2330.00,-21.567
1:09:40,2340.00,-21.499
1:09:50,2350.00,-21.454
1:10:00,2360.00,-21.413
1:10:10,2370.00,-21.407
1:10:20,2380.00,-21.295
1:10:30,2390.00,-21.154
1:10:40,2400.00,-21.055
1:10:50,2410.00,-20.932
1:11:00,2420.00,-20.844
1:11:10,2430.00,-20.71
1:11:20,2440.00,-20.59
1:11:30,2450.00,-20.451
1:11:40,2460.00,-20.306
1:11:50,2470.00,-20.199
1:12:00,2480.00,-20.052
1:12:10,2490.00,-19.919
1:12:20,2500.00,-19.817
1:12:30,2510.00,-19.706
1:12:40,2520.00,-19.581
1:12:50,2530.00,-19.505
1:13:00,2540.00,-19.417
1:13:10,2550.00,-19.362
1:13:20,2560.00,-19.329
1:13:30,2570.00,-19.318
1:13:40,2580.00,-19.317
1:13:50,2590.00,-19.311
1:14:00,2600.00,-19.295
1:14:10,2610.00,-19.307
1:14:20,2620.00,-19.319
1:14:30,2630.00,-19.326
1:14:40,2640.00,-19.335
1:14:50,2650.00,-19.372
1:15:00,2660.00,-19.434
1:15:10,2670.00,-19.503
1:15:20,2680.00,-19.572
1:15:30,2690.00,-19.611
1:15:40,2700.00,-19.657
1:15:50,2710.00,-19.741
1:16:00,2720.00,-19.802
1:16:10,2730.00,-19.882
1:16:20,2740.00,-19.954
1:16:30,2750.00,-20.018
1:16:40,2760.00,-20.121
1:16:50,2770.00,-20.21
1:17:00,2780.00,-20.313
1:17:10,2790.00,-20.413
1:17:20,2800.00,-20.51
1:17:30,2810.00,-20.609
1:17:40,2820.00,-20.725
1:17:50,2830.00,-20.809
1:18:00,2840.00,-20.994
1:18:10,2850.00,-21.08
1:18:20,2860.00,-21.178
1:18:30,2870.00,-21.25
1:18:40,2880.00,-21.323
1:18:50,2890.00,-21.341
1:19:00,2900.00,-21.33
1:19:10,2910.00,-21.335
1:19:20,2920.00,-21.364
1:19:30,2930.00,-21.358
1:19:40,2940.00,-21.351
1:19:50,2950.00,-21.381
1:20:00,2960.00,-21.422
1:20:10,2970.00,-21.404
1:20:20,2980.00,-21.417
1:20:30,2990.00,-21.419
1:20:40,3000.00,-21.425
1:20:50,3010.00,-21.435
1:21:00,3020.00,-21.409
1:21:10,3030.00,-21.423
1:21:20,3040.00,-21.414
1:21:30,3050.00,-21.428
1:21:40,3060.00,-21.415
1:21:50,3070.00,-21.409
1:22:00,3080.00,-21.416
1:22:10,3090.00,-21.399
1:22:20,3100.00,-21.398
1:22:30,3110.00,-21.398
1:22:40,3120.00,-21.393
1:22:50,3130.00,-21.435
1:23:00,3140.00,-21.486
1:23:10,3150.00,-21.514
1:23:20,3160.00,-21.549
1:23:30,3170.00,-21.572
1:23:40,3180.00,-21.6
1:23:50,3190.00,-21.635
1:24:00,3200.00,-21.674
1:24:10,3210.00,-21.761
1:24:20,3220.00,-21.793
1:24:30,3230.00,-21.868
1:24:40,3240.00,-21.924
1:24:50,3250.00,-22.011
1:25:00,3260.00,-22.095
1:25:10,3270.00,-22.182
1:25:20,3280.00,-22.282
1:25:30,3290.00,-22.373
1:25:40,3300.00,-22.453
1:25:50,3310.00,-22.477
1:26:00,3320.00,-22.553
1:26:10,3330.00,-22.61
1:26:20,3340.00,-22.721
1:26:30,3350.00,-22.79
1:26:40,3360.00,-22.881
1:26:50,3370.00,-22.907
1:27:00,3380.00,-22.916
1:27:10,3390.00,-22.925
1:27:20,3400.00,-22.943
1:27:30,3410.00,-22.988
1:27:40,3420.00,-22.942
1:27:50,3430.00,-22.94
1:28:00,3440.00,-22.918
1:28:10,3450.00,-22.924
1:28:20,3460.00,-22.906
1:28:30,3470.00,-22.927
1:28:40,3480.00,-22.901
1:28:50,3490.00,-22.888
1:29:00,3500.00,-22.866
1:29:10,3510.00,-22.86
1:29:20,3520.00,-22.846
1:29:30,3530.00,-22.84
1:29:40,3540.00,-22.831
1:29:50,3550.00,-22.801
1:30:00,3560.00,-22.784
1:30:10,3570.00,-22.774
1:30:20,3580.00,-22.749
1:30:30,3590.00,-22.74
1:30:40,3600.00,-22.699
1:30:50,3610.00,-22.689
1:31:00,3620.00,-22.66
1:31:10,3630.00,-22.678
1:31:20,3640.00,-22.701
1:31:30,3650.00,-22.707
1:31:40,3660.00,-22.729
1:31:50,3670.00,-22.776
1:32:00,3680.00,-22.818
1:32:10,3690.00,-22.84
1:32:20,3700.00,-22.859
1:32:30,3710.00,-22.921
1:32:40,3720.00,-22.959
1:32:50,3730.00,-23.002
