t_0,t,temperature
0:31:40,0.00,-12.004
0:31:50,10.00,-12.02
0:32:00,20.00,-12.054
0:32:10,30.00,-12.088
0:32:20,40.00,-12.111
0:32:30,50.00,-12.129
0:32:40,60.00,-12.139
0:32:50,70.00,-12.159
0:33:00,80.00,-12.182
0:33:10,90.00,-12.179
0:33:20,100.00,-12.217
0:33:30,110.00,-12.188
0:33:40,120.00,-12.151
0:33:50,130.00,-12.091
0:34:00,140.00,-12.03
0:34:10,150.00,-11.962
0:34:20,160.00,-11.891
0:34:30,170.00,-11.789
0:34:40,180.00,-11.702
0:34:50,190.00,-11.58
0:35:00,200.00,-11.493
0:35:10,210.00,-11.391
0:35:20,220.00,-11.28
0:35:30,230.00,-11.182
0:35:40,240.00,-11.099
0:35:50,250.00,-10.976
0:36:00,260.00,-10.905
0:36:10,270.00,-10.813
0:36:20,280.00,-10.717
0:36:30,290.00,-10.625
0:36:40,300.00,-10.527
0:36:50,310.00,-10.436
0:37:00,320.00,-10.355
0:37:10,330.00,-10.277
0:37:20,340.00,-10.217
0:37:30,350.00,-10.188
0:37:40,360.00,-10.215
0:37:50,370.00,-10.187
0:38:00,380.00,-10.222
0:38:10,390.00,-10.333
0:38:20,400.00,-10.45
0:38:30,410.00,-10.377
0:38:40,420.00,-10.263
0:38:50,430.00,-10.326
0:39:00,440.00,-10.277
0:39:10,450.00,-10.319
0:39:20,460.00,-10.31
0:39:30,470.00,-10.368
0:39:40,480.00,-10.4
0:39:50,490.00,-10.497
0:40:00,500.00,-10.491
0:40:10,510.00,-10.581
0:40:20,520.00,-10.615
0:40:30,530.00,-10.72
0:40:40,540.00,-10.769
0:40:50,550.00,-10.778
0:41:00,560.00,-10.848
0:41:10,570.00,-10.909
0:41:20,580.00,-10.908
0:41:30,590.00,-10.943
0:41:40,600.00,-11.02
0:41:50,610.00,-11.057
0:42:00,620.00,-11.102
0:42:10,630.00,-11.125
0:42:20,640.00,-11.149
0:42:30,650.00,-11.164
0:42:40,660.00,-11.175
0:42:50,670.00,-11.171
0:43:00,680.00,-11.172
0:43:10,690.00,-11.176
0:43:20,700.00,-11.199
0:43:30,710.00,-11.227
0:43:40,720.00,-11.245
0:43:50,730.00,-11.25
0:44:00,740.00,-11.241
0:44:10,750.00,-11.261
0:44:20,760.00,-11.262
0:44:30,770.00,-11.261
0:44:40,780.00,-11.268
0:44:50,790.00,-11.28
0:45:00,800.00,-11.272
0:45:10,810.00,-11.268
0:45:20,820.00,-11.263
0:45:30,830.00,-11.258
0:45:40,840.00,-11.262
0:45:50,850.00,-11.264
0:46:00,860.00,-11.278
0:46:10,870.00,-11.32
0:46:20,880.00,-11.364
0:46:30,890.00,-11.429
0:46:40,900.00,-11.504
0:46:50,910.00,-11.658
0:47:00,920.00,-11.782
0:47:10,930.00,-11.911
0:47:20,940.00,-11.946
0:47:30,950.00,-12.022
0:47:40,960.00,-12.12
0:47:50,970.00,-12.217
0:48:00,980.00,-12.297
0:48:10,990.00,-12.318
0:48:20,1000.00,-12.394
0:48:30,1010.00,-12.434
0:48:40,1020.00,-12.459
0:48:50,1030.00,-12.499
0:49:00,1040.00,-12.521
0:49:10,1050.00,-12.592
0:49:20,1060.00,-12.675
0:49:30,1070.00,-12.745
0:49:40,1080.00,-12.791
0:49:50,1090.00,-12.764
0:50:00,1100.00,-12.73
0:50:10,1110.00,-12.781
0:50:20,1120.00,-12.769
0:50:30,1130.00,-12.787
0:50:40,1140.00,-12.793
0:50:50,1150.00,-12.799
0:51:00,1160.00,-12.799
0:51:10,1170.00,-12.816
0:51:20,1180.00,-12.809
0:51:30,1190.00,-12.822
0:51:40,1200.00,-12.819
0:51:50,1210.00,-12.827
0:52:00,1220.00,-12.812
0:52:10,1230.00,-12.804
0:52:20,1240.00,-12.813
0:52:30,1250.00,-12.81
0:52:40,1260.00,-12.8
0:52:50,1270.00,-12.791
0:53:00,1280.00,-12.778
0:53:10,1290.00,-12.779
0:53:20,1300.00,-12.772
0:53:30,1310.00,-12.746
0:53:40,1320.00,-12.736
0:53:50,1330.00,-12.721
0:54:00,1340.00,-12.708
0:54:10,1350.00,-12.688
0:54:20,1360.00,-12.663
0:54:30,1370.00,-12.655
0:54:40,1380.00,-12.629
0:54:50,1390.00,-12.632
0:55:00,1400.00,-12.653
0:55:10,1410.00,-12.674
0:55:20,1420.00,-12.725
0:55:30,1430.00,-12.777
0:55:40,1440.00,-12.878
0:55:50,1450.00,-12.989
0:56:00,1460.00,-13.135
0:56:10,1470.00,-13.162
0:56:20,1480.00,-13.173
0:56:30,1490.00,-13.249
0:56:40,1500.00,-13.317
0:56:50,1510.00,-13.425
0:57:00,1520.00,-13.471
0:57:10,1530.00,-13.509
0:57:20,1540.00,-13.573
0:57:30,1550.00,-13.615
0:57:40,1560.00,-13.63
0:57:50,1570.00,-13.668
0:58:00,1580.00,-13.691
0:58:10,1590.00,-13.735
0:58:20,1600.00,-13.731
0:58:30,1610.00,-13.775
0:58:40,1620.00,-13.802
0:58:50,1630.00,-13.793
0:59:00,1640.00,-13.806
0:59:10,1650.00,-13.818
0:59:20,1660.00,-13.844
0:59:30,1670.00,-13.85
0:59:40,1680.00,-13.863
0:59:50,1690.00,-13.853
1:00:00,1700.00,-13.849
1:00:10,1710.00,-13.859
1:00:20,1720.00,-13.843
1:00:30,1730.00,-13.841
1:00:40,1740.00,-13.83
