0,,,,,Version=1.30
1,,,,,ActionStart=20403
10,3.1464,0.749967,-18.5683,-19.0901,
20,3.3845,1.19986,-18.5327,-18.9909,
30,3.54682,1.7981,-18.4783,-18.8877,
40,3.69187,2.24542,-18.2964,-18.8203,
50,3.81061,2.70132,-18.2004,-18.7635,
60,3.93649,,-18.0442,-18.6858,
70,3.97834,,-17.8759,-18.6732,
80,4.002,3.03577,-17.7059,-18.6522,
90,4.01778,3.05664,-17.5197,-18.6375,
100,4.0303,3.05403,-17.3072,-18.6145,
110,4.04112,3.06984,-17.0665,-18.604,
120,4.04976,3.08265,-16.8531,-18.5767,
130,4.05612,3.08907,-16.5586,-18.5537,
140,4.0615,3.08413,-16.3078,-18.5348,
150,4.06546,3.09337,-16.0394,-18.5076,
160,4.06861,3.09378,-15.8122,-18.4741,
170,4.07117,3.10368,-15.5533,-18.4615,
180,4.07276,3.10985,-15.2809,-18.426,
190,4.07427,3.10451,-15.0394,-18.4218,
200,4.07493,3.11411,-14.7663,-18.3779,
210,4.07491,3.13509,-14.5359,-18.3674,
220,4.07516,3.14419,-14.2919,-18.3319,
230,4.07486,,-14.0345,-18.3215,
240,4.05798,,-13.8591,-18.3215,
250,4.05651,,-13.6244,-18.2985,
261,4.05599,3.0409,-13.3543,-18.2797,
271,4.05518,3.051,-13.15,-18.2714,
281,4.05474,3.05666,-12.9559,-18.2421,
291,4.05449,3.07278,-12.7443,-18.2359,
301,4.05415,3.07613,-12.5033,-18.2213,
311,4.05395,3.0744,-12.302,-18.1942,
321,4.05382,3.06247,-12.091,-18.1775,
331,4.05346,3.07136,-11.8902,-18.1733,
341,4.05377,3.06688,-11.6678,-18.1629,
351,4.05358,3.06752,-11.5361,-18.1567,
361,4.05354,3.07294,-11.3867,-18.1442,
371,4.0536,3.07617,-11.21,-18.1379,
381,4.05402,3.07973,-11.0392,-18.1317,
391,4.05405,3.08311,-10.841,-18.1171,
401,4.05391,3.0809,-10.6998,-18.1275,
411,4.05555,,-10.5842,-18.1233,
421,4.04959,,-10.4,-18.1046,
431,4.04932,,-10.2257,-18.0942,
441,4.04952,3.02915,-10.0768,-18.1025,
451,4.0497,3.03743,-9.94565,-18.1004,
461,4.04991,3.03787,-9.74013,-18.115,
471,4.05115,3.05091,-9.6188,-18.0734,
481,4.05195,3.05303,-9.51118,-18.0942,
491,4.05166,3.05646,-9.36052,-18.0817,
501,4.05346,3.05613,-9.20401,-18.09,
511,4.05377,3.05279,-9.11011,-18.0879,
521,4.05549,3.04961,-8.98686,-18.0942,
531,4.05607,3.04599,-8.85971,-18.0921,
541,4.05697,3.04596,-8.74428,-18.0879,
551,4.05839,3.05015,-8.66799,-18.0963,
561,4.05913,3.05384,-8.52908,-18.1067,
571,4.0606,3.05284,-8.39212,-18.1108,
581,4.06143,3.05638,-8.30015,-18.1067,
591,4.06305,,-8.14358,-18.1046,
601,4.05984,,-8.0927,-18.115,
611,4.06109,,-8.0007,-18.1317,
621,4.06186,3.01276,-7.85582,-18.1379,
631,4.06296,3.01998,-7.82253,-18.1525,
641,4.0652,3.01242,-7.70504,-18.1692,
651,4.06589,3.01447,-7.60514,-18.1733,
661,4.06755,3.02802,-7.48564,-18.1838,
671,4.06919,3.02456,-7.40334,-18.1858,
681,4.07023,3.02938,-7.27986,-18.2129,
691,4.07168,3.02771,-7.23673,-18.2234,
701,4.07329,3.02118,-7.18576,-18.2234,
711,4.07498,3.03405,-7.04456,-18.238,
721,4.07679,3.03039,-6.9759,-18.2609,
731,4.0784,3.03019,-6.94451,-18.2526,
741,4.08006,3.03422,-6.78948,-18.2734,
751,4.08153,3.03428,-6.7777,-18.2985,
761,4.0832,3.03296,-6.65401,-18.3089,
771,4.08509,3.03191,-6.64222,-18.3215,
781,4.08729,3.0293,-6.55187,-18.334,
791,4.08955,3.03288,-6.51651,-18.3653,
801,4.09094,3.03491,-6.40647,-18.3716,
811,4.09329,3.03688,-6.33177,-18.38,
821,4.09491,3.03883,-6.29834,-18.3842,
831,4.09656,3.03631,-6.24328,-18.4051,
841,4.09853,3.03179,-6.20198,-18.4218,
851,4.10073,3.03231,-6.13706,-18.4406,
861,4.10246,3.03255,-6.08,-18.4532,
871,4.10409,3.03075,-5.96583,-18.472,
