0,,,,,Version=1.30
10,4.01271,0.750668,-2.05915,-15.3474,
20,4.08338,1.20258,-2.02273,-15.2668,
30,4.14407,1.79457,-2.14205,-15.2245,
40,4.21193,1.94716,-2.16832,-15.1802,
50,4.21509,1.79421,-2.237,-15.1842,
60,4.22085,1.79421,-2.30362,-15.2084,
70,4.22831,1.80629,-2.40851,-15.2144,
80,4.23481,1.83313,-2.45085,-15.2205,
90,4.2411,1.85344,-2.52338,-15.2487,
100,4.24637,1.86072,-2.62807,-15.2326,
110,4.2516,1.87162,-2.70049,-15.2386,
120,4.25641,1.87982,-2.75075,-15.2366,
130,4.25975,1.87982,-2.82108,-15.2527,
140,4.25989,1.87982,-2.84921,-15.2708,
150,4.25989,1.87982,-2.89338,-15.2688,
160,4.26037,1.87982,-2.93955,-15.2749,
170,4.25953,1.87982,-3.0559,-15.2789,
180,4.25907,1.87982,-3.06592,-15.295,
190,4.25757,1.87144,-3.12004,-15.2991,
200,4.25896,1.87144,-3.13808,-15.3031,
210,4.25975,1.85747,-3.24823,-15.3051,
220,4.25702,1.85748,-3.31428,-15.3192,
230,4.25792,1.83271,-3.33228,-15.3434,
240,4.25836,1.83271,-3.38029,-15.3454,
250,4.2592,1.80465,-3.43827,-15.3636,
260,4.26072,1.80465,-3.49423,-15.3736,
270,4.25952,1.7902,-3.54217,-15.3797,
280,4.25876,1.76516,-3.62603,-15.3837,
290,4.25932,1.76516,-3.61605,-15.4059,
300,4.25951,1.74068,-3.73378,-15.4221,
310,4.25881,1.71553,-3.79559,-15.4422,
320,4.25819,1.68695,-3.84543,-15.4584,
330,4.25878,1.66342,-3.91914,-15.4806,
340,4.25874,1.66342,-3.96694,-15.4826,
350,4.2584,1.60361,-3.98088,-15.5149,
360,4.25904,1.60361,-4.12814,-15.5331,
370,4.25839,1.56632,-4.14604,-15.5614,
380,4.25905,1.56632,-4.2196,-15.5715,
390,4.25833,1.54976,-4.23948,-15.5937,
400,4.25825,1.53379,-4.34081,-15.6119,
410,4.25882,1.53379,-4.37457,-15.6321,
420,4.25839,1.53379,-4.41229,-15.6584,
430,4.25766,1.51092,-4.54128,-15.6847,
440,4.25832,1.51092,-4.60475,-15.709,
450,4.2579,1.46242,-4.62656,-15.7252,
460,4.25898,1.46242,-4.6999,-15.7231,
470,4.25833,1.44138,-4.72367,-15.7373,
480,4.26006,1.44138,-4.79697,-15.7778,
490,4.25883,1.44138,-4.87816,-15.796,
500,4.25945,1.41707,-4.91973,-15.8021,
510,4.25751,1.38491,-5.02063,-15.8345,
520,4.25869,1.36333,-5.03052,-15.8386,
530,4.25924,1.36333,-5.14916,-15.8568,
540,4.25953,1.36333,-5.18276,-15.871,
550,4.25763,1.34666,-5.22624,-15.9095,
560,4.2586,1.32894,-5.29933,-15.9237,
570,4.25986,1.32894,-5.39609,-15.9359,
580,4.25751,1.30736,-5.44938,-15.9541,
590,4.25883,1.287,-5.53817,-15.9683,
600,4.25691,1.26442,-5.56973,-15.9785,
610,4.25827,1.24495,-5.62495,-16.0008,
620,4.25776,1.24495,-5.69199,-16.0191,
630,4.25774,1.20208,-5.74915,-16.0109,
640,4.25867,1.20208,-5.78265,-16.0231,
650,4.2572,1.18903,-5.86736,-16.0556,
660,4.25826,1.16589,-5.9166,-16.0495,
670,4.25886,1.16589,-5.97764,-16.0617,
680,4.25625,1.15314,-6.05441,-16.0719,
690,4.25685,1.15314,-6.12329,-16.082,
700,4.25518,1.13348,-6.18624,-16.0739,
710,4.25614,1.11,-6.27671,-16.1003,
720,4.25713,1.11,-6.26885,-16.1145,
730,4.25517,1.09044,-6.33767,-16.1308,
740,4.2562,1.08139,-6.4045,-16.1389,
750,4.25582,1.06487,-6.50276,-16.143,
760,4.25599,1.06487,-6.58723,-16.1491,
770,4.25596,1.03717,-6.64419,-16.1633,
780,4.2557,1.03718,-6.73844,-16.1775,
790,4.25483,1.00532,-6.75414,-16.1897,
800,4.25573,0.99119,-6.7777,-16.1918,
810,4.25662,0.99119,-6.85228,-16.2141,
820,4.25428,0.982916,-6.93666,-16.2365,
830,4.25385,0.966261,-7.0171,-16.2386,
840,4.25449,0.951628,-7.08379,-16.2569,
850,4.25577,0.945232,-7.11909,-16.2793,
860,4.2567,0.932138,-7.19164,-16.2894,
870,4.25433,0.925646,-7.25634,-16.3057,
880,4.25512,0.916462,-7.31122,-16.3139,
890,4.25639,0.910448,-7.37786,-16.3444,
900,4.2537,0.898883,-7.41902,-16.3566,
910,4.25423,0.888304,-7.50131,-16.3709,
920,4.25532,0.880362,-7.55813,-16.3811,
930,4.25627,0.876793,-7.65411,-16.4117,
940,4.25492,0.869436,-7.7305,-16.4198,
950,4.25457,0.86095,-7.7442,-16.4504,
960,4.25567,0.853284,-7.80295,-16.4647,
970,4.25619,0.853284,-7.89694,-16.4871,
980,4.25362,0.845544,-7.9498,-16.5075,
990,4.25445,0.839429,-7.97133,-16.53,
1000,4.25528,0.833828,-8.10248,-16.5382,
1010,4.25612,0.823889,-8.11031,-16.5565,
1020,4.25667,0.823889,-8.16511,-16.579,
1030,4.25608,0.816214,-8.22383,-16.5994,
1040,4.25628,0.816215,-8.27275,-16.6035,
1050,4.25414,0.810896,-8.32167,-16.6199,
1060,4.25497,0.801626,-8.4019,-16.6383,
1070,4.25562,0.795149,-8.45669,-16.6526,
1080,4.25652,0.789413,-8.53104,-16.6853,
1090,4.25651,0.789414,-8.54277,-16.6812,
1100,4.25272,0.779657,-8.5956,-16.7078,
1110,4.25302,0.770679,-8.67973,-16.7241,
1120,4.25356,0.762001,-8.71103,-16.7344,
1130,4.25418,0.754522,-8.75602,-16.7446,
1140,4.25402,0.754523,-8.80689,-16.7733,
1150,4.2538,0.738026,-8.90666,-16.7671,
1160,4.25457,0.729188,-8.92035,-16.7753,
1170,4.25245,0.729189,-8.97904,-16.7917,
1180,4.25206,0.717515,-9.03186,-16.8081,
1190,4.25264,0.710783,-9.05729,-16.804,
1200,4.25329,0.705683,-9.13554,-16.8163,
1210,4.25407,0.698173,-9.17271,-16.8326,
1220,4.25465,0.696867,-9.2001,-16.8347,
1230,4.25378,0.696868,-9.29791,-16.849,
1240,4.25232,0.675832,-9.34487,-16.849,
1250,4.25287,0.674276,-9.44465,-16.8695,
1260,4.25366,0.669715,-9.45835,-16.8634,
1270,4.25419,0.66486,-9.51118,-16.8695,
1280,4.2543,0.66486,-9.58553,-16.888,
1290,4.25172,0.658303,-9.60119,-16.8859,
1300,4.2519,0.653155,-9.65598,-16.8921,
1310,4.2526,0.648499,-9.73035,-16.9187,
1320,4.25329,0.643734,-9.79297,-16.9167,
1330,4.2539,0.639246,-9.80668,-16.9249,
1340,4.25463,0.639246,-9.89671,-16.931,
1350,4.25319,0.639247,-9.9202,-16.9331,
1360,4.25182,0.629005,-9.93391,-16.9536,
1370,4.25216,0.623959,-10.0357,-16.9556,
1380,4.25268,0.614712,-10.0572,-16.9803,
1390,4.25345,0.608787,-10.071,-17.0008,
1400,4.2539,0.60673,-10.161,-17.0193,
1410,4.25472,0.601723,-10.2159,-17.0131,
1420,4.25429,0.601724,-10.2531,-17.0295,
1430,4.25199,0.597352,-10.2805,-17.0583,
1440,4.25227,0.593806,-10.3922,-17.087,
1450,4.25298,0.590005,-10.4294,-17.0912,
1460,4.25326,0.583375,-10.4549,-17.1117,
1470,4.25395,0.579418,-10.5136,-17.1117,
1480,4.25448,0.577026,-10.5411,-17.1261,
1490,4.25355,0.577026,-10.5979,-17.1384,
1501,4.25159,0.566351,-10.6195,-17.1631,
1511,4.25181,0.561044,-10.6489,-17.1857,
1521,4.2522,0.558187,-10.7234,-17.1981,
1531,4.2528,0.555526,-10.7959,-17.2043,
1541,4.2535,0.551517,-10.8038,-17.231,
1551,4.25394,0.546048,-10.8665,-17.2372,
1561,4.25452,0.544097,-10.9156,-17.2557,
1571,4.25417,0.544098,-10.9116,-17.2701,
1581,4.25151,0.538541,-10.9627,-17.2928,
1591,4.25167,0.533774,-11.0392,-17.299,
1601,4.25219,0.528609,-11.0784,-17.3113,
1611,4.25266,0.524188,-11.1177,-17.3237,
1621,4.2531,0.521301,-11.1354,-17.3402,
1631,4.25378,0.517217,-11.1687,-17.3526,
1641,4.25438,0.513482,-11.1864,-17.3546,
1651,4.25382,0.510758,-11.2532,-17.3773,
1661,4.25315,0.507861,-11.2865,-17.3897,
1671,4.25371,0.504727,-11.3023,-17.4,
1681,4.25415,0.500591,-11.3631,-17.4041,
1691,4.25222,0.500592,-11.4103,-17.4165,
1701,4.25066,0.492758,-11.4516,-17.4041,
1711,4.25078,0.488662,-11.4928,-17.4144,
1721,4.25111,0.485598,-11.5439,-17.4371,
1731,4.25147,0.481385,-11.5145,-17.4413,
1741,4.25217,0.48,-11.6305,-17.4516,
1751,4.25237,0.479351,-11.6265,-17.4619,
1761,4.25294,0.477783,-11.6836,-17.466,
1771,4.2537,0.475391,-11.7131,-17.464,
1781,4.25407,0.471473,-11.7229,-17.4722,
1791,4.25469,0.469542,-11.774,-17.4784,
1801,4.25101,0.465431,-11.8508,-17.4949,
1811,4.2507,0.462338,-11.8311,-17.4825,
1821,4.25114,0.459302,-11.9197,-17.4867,
1831,4.25138,0.455325,-11.9138,-17.4908,
1841,4.25185,0.451975,-11.9788,-17.5135,
1851,4.25225,0.449101,-12.03,-17.5032,
1861,4.25283,0.445089,-12.0694,-17.5156,
1871,4.25329,0.442923,-12.1068,-17.5197,
1881,4.25371,0.44171,-12.16,-17.5177,
1891,4.25439,0.440378,-12.1916,-17.5301,
1901,4.25372,0.440379,-12.1994,-17.5363,
1911,4.25065,0.439712,-12.2566,-17.5487,
1921,4.25064,0.432851,-12.2704,-17.5735,
1931,4.25103,0.427977,-12.2823,-17.5755,
1941,4.25131,0.425747,-12.3493,-17.5921,
1951,4.25157,0.421839,-12.4164,-17.5983,
1961,4.25192,0.420311,-12.4539,-17.6169,
1971,4.25246,0.417522,-12.4223,-17.6314,
1981,4.25297,0.417907,-12.4914,-17.6479,
1991,4.25322,0.416271,-12.519,-17.65,
2001,4.25389,0.41511,-12.5269,-17.6707,
2011,4.25449,0.41441,-12.6,-17.6686,
2021,4.25309,0.414411,-12.6138,-17.6976,
2031,4.25081,0.408865,-12.683,-17.7162,
2041,4.25071,0.406051,-12.6336,-17.7059,
2051,4.25096,0.403626,-12.7601,-17.739,
2061,4.25117,0.400173,-12.77,-17.7515,
2071,4.25157,0.397939,-12.7739,-17.7515,
2081,4.25208,0.396124,-12.8293,-17.7722,
2091,4.25246,0.396042,-12.861,-17.7846,
2101,4.25276,0.394128,-12.95,-17.7929,
2111,4.25329,0.392421,-12.9045,-17.795,
2121,4.25377,0.392976,-12.9243,-17.7971,
2131,4.2544,0.392014,-12.9817,-17.8303,
2141,4.25492,0.389087,-13.0074,-17.8282,
2151,4.25526,0.389441,-13.0114,-17.8406,
2161,4.25583,0.387826,-13.0391,-17.8448,
2171,4.25623,0.386456,-13.0807,-17.8614,
2181,4.25562,0.386458,-13.1421,-17.8863,
2191,4.24723,0.386691,-13.1619,-17.8842,
2201,4.24656,0.3858,-13.2075,-17.8925,
2211,4.24645,0.376025,-13.267,-17.8987,
2221,4.24637,0.3678,-13.2472,-17.9071,
2231,4.24622,0.364038,-13.2829,-17.9071,
2241,4.24645,0.361798,-13.3166,-17.9216,
2251,4.24685,0.357319,-13.3503,-17.9071,
2261,4.2471,0.354177,-13.3622,-17.9299,
2271,4.24709,0.351076,-13.3324,-17.9299,
2281,4.24737,0.34805,-13.4118,-17.9174,
2291,4.24749,0.343348,-13.4436,-17.9444,
2301,4.24787,0.341247,-13.4972,-17.932,
2311,4.24833,0.338288,-13.5349,-17.9382,
2321,4.24854,0.335977,-13.527,-17.9382,
2331,4.24904,0.332687,-13.527,-17.9403,
2341,4.24931,0.330068,-13.5647,-17.9444,
2351,4.24978,0.328681,-13.6045,-17.9361,
2361,4.25029,0.330574,-13.6303,-17.9361,
