0,,,,,Version=1.30
1,,,,,ActionStart=20403
11,3.38672,0.604611,,21.3463,
21,3.44293,1.19608,21.4623,21.4166,
31,3.497,1.64551,21.5042,21.4566,
41,3.54639,2.0962,21.5518,21.4909,
51,3.60794,2.69844,21.5976,21.5423,
61,3.67946,,21.6625,21.569,
71,3.71023,,21.6854,21.6129,
81,3.73077,,21.6816,21.6358,
91,3.74649,3.13522,21.6816,21.6377,
101,3.76032,3.13355,21.6873,21.6453,
111,3.77059,3.13555,21.6797,21.6721,
121,3.77926,3.14492,21.6816,21.695,
131,3.78553,3.14111,21.6797,21.7447,
141,3.79085,3.14988,21.6759,21.7983,
151,3.79536,3.15398,21.6797,21.8194,
161,3.79946,3.15889,21.6701,21.875,
171,3.80365,3.1657,21.6816,21.9594,
181,3.80852,3.16112,21.6721,22.0305,
191,3.81198,3.16446,21.6663,22.0517,
201,3.81622,3.16451,21.6721,22.1364,
211,3.81982,3.19118,21.6797,22.1924,
221,3.82403,3.18084,21.6816,22.2793,
231,3.82867,3.20046,21.6854,22.3121,
241,3.83055,,21.6893,22.376,
251,3.82313,,21.6625,22.438,
261,3.82561,,21.6701,22.4768,
271,3.82939,3.05003,21.6549,22.5214,
281,3.8328,3.03822,21.6568,22.6069,
291,3.83631,3.0414,21.6663,22.6828,
301,3.84006,3.05182,21.6434,22.7569,
311,3.84397,3.05578,21.6682,22.7686,
321,3.8475,3.05104,21.6701,22.8349,
331,3.85036,3.04728,21.6721,22.8994,
341,3.85439,3.04285,21.6663,22.9503,
351,3.85817,3.03283,21.6644,22.9973,
362,3.86194,3.03378,21.6682,23.0483,
372,3.86562,3.04234,21.6606,23.1131,
382,3.8689,3.04642,21.6778,23.1878,
392,3.87262,3.0479,21.6721,23.2547,
402,3.87588,3.05107,21.6682,23.2882,
412,3.87993,3.0511,21.6625,23.3296,
422,3.8828,,21.6644,23.375,
432,3.88355,,21.6701,23.4441,
442,3.88582,,21.6778,23.4738,
452,3.8895,3.01507,21.6682,23.553,
462,3.89247,2.9962,21.6797,23.5689,
472,3.8959,3.00364,21.6682,23.6105,
482,3.89834,3.01649,21.6797,23.6403,
492,3.90127,3.02333,21.674,23.6959,
502,3.90457,3.01772,21.6854,23.7436,
512,3.90727,3.01434,21.6759,23.8113,
522,3.91009,3.0171,21.6663,23.8531,
532,3.9131,3.0222,21.6759,23.9129,
542,3.91595,3.02767,21.6816,23.907,
552,3.91828,3.02374,21.6816,23.9589,
562,3.92179,3.02303,21.6854,24.0248,
572,3.92411,3.02211,21.6778,24.0949,
582,3.92643,3.01848,21.6797,24.139,
592,3.92925,3.02415,21.7007,24.2072,
602,3.93222,3.0231,21.6778,24.2374,
612,3.93516,3.01448,21.6816,24.2655,
622,3.93806,3.01597,21.6893,24.2896,
632,3.94053,3.01762,21.6931,24.3399,
642,3.94272,3.02452,21.7007,24.4165,
652,3.94624,3.01976,21.6893,24.4427,
662,3.94871,3.0267,21.695,24.5255,
673,3.9513,3.02701,21.7007,24.5296,
683,3.95418,3.02933,21.6893,24.5862,
693,3.95742,3.02919,21.6893,24.6693,
703,3.96003,3.02312,21.695,24.7179,
713,3.96286,3.02107,21.6835,24.789,
723,3.96585,3.01808,21.6893,24.85,
733,3.96875,,21.6988,24.8684,
743,3.97067,,21.6854,24.9274,
753,3.9734,,21.6854,24.9641,
763,3.97692,3.01116,21.6988,25.007,
773,3.97916,3.00894,21.6912,25.0438,
783,3.98291,3.01818,21.6931,25.0744,
793,3.9855,3.01842,21.6797,25.1235,
803,3.989,3.0182,21.6835,25.1542,
813,3.99159,3.016,21.6893,25.1747,
823,3.99457,3.02383,21.6816,25.2321,
833,3.99786,3.02463,21.6893,25.2527,
843,4.00089,3.02514,21.6682,25.2876,
853,4.00419,3.02007,21.6893,25.3966,
863,4.0075,3.03023,21.6893,25.3986,
873,4.01005,3.03342,21.6759,25.4377,
883,4.0128,3.03481,21.6912,25.4666,
893,4.01621,3.0347,21.6854,25.5017,
903,4.01943,3.03056,21.6835,25.5471,
913,4.02198,3.02669,21.6759,25.605,
923,4.02518,3.03149,21.6988,25.6194,
933,4.0283,3.03416,21.6893,25.6691,
943,4.03141,3.03713,21.6912,25.6753,
953,4.0347,3.03534,21.695,25.7209,
